-1.513757877714670519e+00 , 3.838569151215256436e-01 , 4.830227836659888752e+00 , 5.581582791774252796e-03
-1.516653114407188419e+00 , 3.939749042847473515e-01 , 4.779850902650714772e+00 , 5.567453250721818292e-03
-1.512995788440250067e+00 , 4.182288012063255511e-01 , 4.776456362972822944e+00 , 5.544822616733483325e-03
-1.506779021725831669e+00 , 4.165728506015392019e-01 , 4.845526871337852981e+00 , 5.526238427915645783e-03
-1.511739751332785264e+00 , 4.272198063530825429e-01 , 4.860944821766397084e+00 , 5.520446446978025806e-03
-1.513924032154019939e+00 , 3.274184870396265046e-01 , 4.757536494865993504e+00 , 5.506379743912140703e-03
-1.509589275694036559e+00 , 4.542589441911791814e-01 , 4.763843205428008432e+00 , 5.504425137546457153e-03
-1.499699213113293350e+00 , 4.249168300281622734e-01 , 4.788014037194013639e+00 , 5.495303602786875963e-03
-1.496606358071359333e+00 , 4.067798619202841470e-01 , 4.830537934396664568e+00 , 5.486193985545863121e-03
-1.495249537937563433e+00 , 4.209423825706521960e-01 , 4.789664426386892160e+00 , 5.472528821478462452e-03
-1.501442095294768020e+00 , 3.962996025906024844e-01 , 4.764167006240842994e+00 , 5.470308404700264734e-03
-1.496368510778615990e+00 , 4.149487387624422596e-01 , 4.780089610524621335e+00 , 5.468674862753680754e-03
-1.491213533620659337e+00 , 3.292151145049687644e-01 , 4.819812342926379500e+00 , 5.459598496970703707e-03
-1.513428045249276321e+00 , 4.424930641239898099e-01 , 4.889079051764458228e+00 , 5.459274604964376408e-03
-1.500771278740882231e+00 , 4.084964737214943353e-01 , 4.759638487409725727e+00 , 5.458788100963987179e-03
-1.506903275116803886e+00 , 4.260063188926679345e-01 , 4.882133929357754809e+00 , 5.455938160447268773e-03
-1.507940221637433131e+00 , 3.434945492292252878e-01 , 4.886148523850708969e+00 , 5.450004861892402547e-03
-1.501280372593899681e+00 , 2.865453013698129325e-01 , 4.746988194960250595e+00 , 5.436308575818912456e-03
-1.486768017128687891e+00 , 3.193010295207279747e-01 , 4.819807865685387327e+00 , 5.434689571551146181e-03
-1.495968393491112769e+00 , 3.974424479693613455e-01 , 4.744748279210401876e+00 , 5.410476306601912262e-03
-1.516102959108956982e+00 , 2.936241762062120619e-01 , 4.711485248986960528e+00 , 5.390025251795603142e-03
-1.478554600567472566e+00 , 3.038189742089557055e-01 , 4.806065998963473973e+00 , 5.388085811860096434e-03
-1.478298709588516502e+00 , 3.485108924696779797e-01 , 4.825771553935581437e+00 , 5.386096923893786068e-03
-1.479005351526353484e+00 , 3.136666889785932333e-01 , 4.780037098384426031e+00 , 5.377447996422118036e-03
-1.513580278763910991e+00 , 3.260715919189070000e-01 , 4.707859302997436046e+00 , 5.375441608194857224e-03
-1.479739805326732549e+00 , 3.110637192910311599e-01 , 4.863013358252276319e+00 , 5.368158492887177731e-03
-1.521899113373706758e+00 , 3.985199068079442464e-01 , 4.700566010444989118e+00 , 5.367621685259733010e-03
-1.503250164637052855e+00 , 3.754352465195598954e-01 , 4.713985164578780029e+00 , 5.367283608988945680e-03
-1.481790964273496325e+00 , 3.525476815858380464e-01 , 4.753975648051239844e+00 , 5.363400574482533531e-03
-1.477518879217553094e+00 , 4.570784079678638645e-01 , 4.770560550197405547e+00 , 5.361412661917704103e-03
-1.491570419305100481e+00 , 2.777510108043056425e-01 , 4.726612442031838057e+00 , 5.357759005922309650e-03
-1.477392797136127145e+00 , 3.661798139581371458e-01 , 4.764744482669311054e+00 , 5.354797892129447255e-03
-1.478129425115717099e+00 , 3.774235815637006497e-01 , 4.760338142831390229e+00 , 5.353754014216577199e-03
-1.489151405295214836e+00 , 3.425238795768358879e-01 , 4.903654915172337425e+00 , 5.345626327612503122e-03
-1.480727846842114115e+00 , 4.329313143654563989e-01 , 4.743691061147805144e+00 , 5.343356728579123742e-03
-1.471574520028606115e+00 , 4.008780391864507631e-01 , 4.785827886600445780e+00 , 5.341966753493475155e-03
-1.472170581112862919e+00 , 3.826117049489269339e-01 , 4.850560403802489873e+00 , 5.340764628618189201e-03
-1.482361789275292274e+00 , 4.565627457741004980e-01 , 4.894194975220763411e+00 , 5.336326291718119022e-03
-1.475862126943572772e+00 , 4.208334687283336040e-01 , 4.876039557570802430e+00 , 5.333807514809199915e-03
-1.481496647217814822e+00 , 3.599941067376385972e-01 , 4.732182249891732084e+00 , 5.328456868041773521e-03
-1.474695003417665351e+00 , 3.130868497450974286e-01 , 4.877101245493451032e+00 , 5.327114664749826346e-03
-1.467927768495515206e+00 , 3.498172539854042529e-01 , 4.840857935271063894e+00 , 5.324286324071153716e-03
-1.466765683563641565e+00 , 3.585335690729400948e-01 , 4.827076684465755108e+00 , 5.322777756345229393e-03
-1.464520405369545530e+00 , 3.863608079229486902e-01 , 4.819966644596631156e+00 , 5.311810991752883952e-03
-1.529324611034068360e+00 , 4.052811853234520312e-01 , 4.678767453244612184e+00 , 5.310436811869092763e-03
-1.480940680108781660e+00 , 4.845207127387618495e-01 , 4.721252004810891023e+00 , 5.307236788338972992e-03
-1.476528670548437949e+00 , 3.088988132163674738e-01 , 4.905131738316063306e+00 , 5.293865827325929148e-03
-1.468737810471083760e+00 , 3.116161469409832185e-01 , 4.885600922813312152e+00 , 5.288349780274538905e-03
-1.459260637518453363e+00 , 3.356038374158804016e-01 , 4.844602794638161569e+00 , 5.276568401416966217e-03
-1.456712751856926724e+00 , 3.501784696849127299e-01 , 4.837553119980873007e+00 , 5.265788021323365362e-03
-1.460004739486443714e+00 , 3.745153164333218099e-01 , 4.875602285067659025e+00 , 5.257773168254983170e-03
-1.520704110485653127e+00 , 3.258425822146830964e-01 , 4.661240399062332784e+00 , 5.257477103840894200e-03
-1.454478095492973244e+00 , 3.559144368688199056e-01 , 4.831020940211265824e+00 , 5.256092845056707305e-03
-1.478858758331583978e+00 , 3.969293018408256990e-01 , 4.697847379783265609e+00 , 5.255678363206588675e-03
-1.509202341740727427e+00 , 3.233497464900226825e-01 , 4.665023936062011600e+00 , 5.254935647566599810e-03
-1.483021925760466653e+00 , 2.886308688342910655e-01 , 4.690720501663232511e+00 , 5.254777796801332786e-03
-1.454784778740651818e+00 , 3.359471679582570758e-01 , 4.776122492454671686e+00 , 5.248413102884730633e-03
-1.518131292114015318e+00 , 3.464604404765987411e-01 , 4.972023478116526007e+00 , 5.241890674447750170e-03
-1.455771417200904860e+00 , 4.065637552771240171e-01 , 4.878878017831784319e+00 , 5.234487561702886801e-03
-1.483465010900558712e+00 , 4.635622616952030373e-01 , 4.678957211904045010e+00 , 5.231812932137176221e-03
-1.447861882400231170e+00 , 3.709301038070437762e-01 , 4.828569553127412206e+00 , 5.221596279903590113e-03
-1.492278678719853646e+00 , 2.751220364775107119e-01 , 4.663755866555115759e+00 , 5.220100782861622837e-03
-1.447114669340161308e+00 , 3.696746600618220358e-01 , 4.780731080161894297e+00 , 5.211188787150065026e-03
-1.499219559510263755e+00 , 3.768218883761060289e-01 , 4.652881512820689736e+00 , 5.208247976701754246e-03
-1.458069003658023721e+00 , 3.317356907895569473e-01 , 4.715544698489305020e+00 , 5.204741220884007841e-03
-1.508300399890341259e+00 , 3.589578024084578711e-01 , 4.644191471227884449e+00 , 5.199986167429620706e-03
-1.448672238376081722e+00 , 3.518081330886013713e-01 , 4.748988852403781991e+00 , 5.198868319831784039e-03
-1.457541016779161591e+00 , 3.757432667048532515e-01 , 4.705373733401922109e+00 , 5.188413812260018153e-03
-1.457365579594933180e+00 , 3.314493864640482013e-01 , 4.703290291085018282e+00 , 5.184547800053102180e-03
-1.472121848176290104e+00 , 3.921320216716119300e-01 , 4.672064930507719538e+00 , 5.183558138898767924e-03
-1.446674472360131691e+00 , 3.807819168114647823e-01 , 4.887069739572428517e+00 , 5.183532282591721101e-03
-1.448056304042754538e+00 , 3.135279433043849373e-01 , 4.726867601324693524e+00 , 5.174715983718928235e-03
-1.466477938881943111e+00 , 3.263339090071150639e-01 , 4.675756085399763506e+00 , 5.172204850683561478e-03
-1.475999484212449975e+00 , 3.421452586649395000e-01 , 4.659343277154498253e+00 , 5.169295208991340693e-03
-1.440480788709448623e+00 , 3.570001185193894533e-01 , 4.872736085873176748e+00 , 5.164625964022926535e-03
-1.496550452866686420e+00 , 4.391742449140722537e-01 , 4.994813746097822360e+00 , 5.156768615757957586e-03
-1.567451546628181980e+00 , 3.646314814354520428e-01 , 4.637139959560389713e+00 , 5.151777816086402194e-03
-1.451341227454773009e+00 , 3.909450149647912265e-01 , 4.695880751469120540e+00 , 5.149887628478198864e-03
